Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature,Feature Secondary Name
ENSG00000137947,GTF2B,Gene Expression,0.1294031183444971,0.0,0.0,5543,1.2978405981534173,2808,
ENSG00000099942,CRKL,Gene Expression,0.12939739252165922,0.0,0.0,3742,0.8733301302175195,2264,
ENSG00000006756,ARSD,Gene Expression,0.12938376170007504,0.0,0.0,1385,0.32097363270533047,1040,
ENSG00000197724,PHF2,Gene Expression,0.12931070766669184,0.0,0.0,3566,0.8331163087262101,2145,
ENSG00000131016,AKAP12,Gene Expression,0.12930368254575444,0.0,0.0,1173,0.3153876920369198,913,
ENSG00000174917,MICOS13,Gene Expression,0.1293036368183493,0.0,0.0,2079,0.48813822678013835,1478,
ENSG00000100453,GZMB,Gene Expression,0.12922727556113214,0.0,0.0,1483,0.3512446643283864,996,
ENSG00000134575,ACP2,Gene Expression,0.12922662564940893,0.0,0.0,4068,0.9626819377230458,2327,
ENSG00000177570,SAMD12,Gene Expression,0.12921658133101263,0.0,0.0,1904,0.4408366819835634,1373,
ENSG00000130299,GTPBP3,Gene Expression,0.12917929864381417,0.0,0.0,2252,0.525192493989619,1548,
ENSG00000164078,MST1R,Gene Expression,0.12917745370021458,0.0,0.0,957,0.219749242822081,777,
ENSG00000100479,POLE2,Gene Expression,0.12910810849866938,0.0,0.0,1073,0.2501877306878615,859,
ENSG00000120451,SNX19,Gene Expression,0.129102157742781,0.0,0.0,4356,1.0274814291746657,2515,
ENSG00000169131,ZNF354A,Gene Expression,0.12909441700799942,0.0,0.0,2821,0.6598188541118608,1862,
ENSG00000138709,LARP1B,Gene Expression,0.12908493089659928,0.0,0.0,2418,0.5802026103413216,1632,
ENSG00000189306,RRP7A,Gene Expression,0.1290091652025769,0.0,0.0,2104,0.4873697589251397,1451,
ENSG00000170631,ZNF16,Gene Expression,0.12900562512991906,0.0,0.0,1420,0.33491263958071654,1088,
ENSG00000174669,SLC29A2,Gene Expression,0.12896927444644496,0.0,0.0,777,0.17861900242125917,634,
ENSG00000151692,RNF144A,Gene Expression,0.1289633177557877,0.0,0.0,1151,0.2610575351740631,936,
ENSG00000149474,KAT14,Gene Expression,0.12894281501150465,0.0,0.0,1743,0.399585423896079,1265,
ENSG00000155657,TTN,Gene Expression,0.12892703091176777,0.0,0.0,893,0.20914850049768505,696,
ENSG00000131127,ZNF141,Gene Expression,0.1288876105169801,0.0,0.0,3135,0.7325741715496455,1992,
ENSG00000164989,CCDC171,Gene Expression,0.12882665162329116,0.0,0.0,1637,0.3789802284112836,1199,
ENSG00000168884,TNIP2,Gene Expression,0.12880403302292212,0.0,0.0,3204,0.742336494060355,2031,
ENSG00000122481,RWDD3,Gene Expression,0.1287968275368014,0.0,0.0,3893,0.9164717823982835,2308,
ENSG00000275700,AATF,Gene Expression,0.12877385085116552,0.0,0.0,5787,1.3563115220923374,2905,
ENSG00000103051,COG4,Gene Expression,0.12875585836885814,0.0,0.0,4739,1.1062830946805724,2554,
ENSG00000106305,AIMP2,Gene Expression,0.12872610180409363,0.0,0.0,1833,0.42805355251613064,1325,
ENSG00000249242,TMEM150C,Gene Expression,0.1287010233699608,0.0,0.0,385,0.08872453466882427,331,
ENSG00000106799,TGFBR1,Gene Expression,0.12866634098707105,0.0,0.0,4957,1.1800937353795529,2682,
ENSG00000120915,EPHX2,Gene Expression,0.12862498027099736,0.0,0.0,950,0.21619316469863456,746,
ENSG00000204308,RNF5,Gene Expression,0.1286134846369999,0.0,0.0,4012,0.9390949075960384,2302,
ENSG00000173786,CNP,Gene Expression,0.12859922396073273,0.0,0.0,4306,1.0174373703603021,2444,
ENSG00000161021,MAML1,Gene Expression,0.12856674903699,0.0,0.0,5503,1.2843872286085183,2750,
ENSG00000048342,CC2D2A,Gene Expression,0.12855841662926346,0.0,0.0,1489,0.34743894724761126,1112,
ENSG00000260916,CCPG1,Gene Expression,0.12854548320747664,0.0,0.0,6100,1.4978185182411976,2987,
ENSG00000163660,CCNL1,Gene Expression,0.12853550301263122,0.0,0.0,6848,1.6117884015661472,3114,
ENSG00000112984,KIF20A,Gene Expression,0.128497254166367,0.0,0.0,1032,0.2399872208163931,802,
ENSG00000113194,FAF2,Gene Expression,0.12849059951097286,0.0,0.0,3100,0.7270261815310218,2003,
ENSG00000159267,HLCS,Gene Expression,0.12848891128381643,0.0,0.0,2027,0.4730621088588171,1444,
ENSG00000197620,CXorf40A,Gene Expression,0.1284562435827148,0.0,0.0,1707,0.39395112670314547,1252,
ENSG00000071246,VASH1,Gene Expression,0.1284229283241777,0.0,0.0,3852,0.9160974305856117,2233,
ENSG00000006744,ELAC2,Gene Expression,0.12842243895645242,0.0,0.0,4881,1.1476027628580907,2602,
ENSG00000103044,HAS3,Gene Expression,0.12842174582689925,0.0,0.0,245,0.05567326089870278,198,
ENSG00000108641,B9D1,Gene Expression,0.12841223269697224,0.0,0.0,1955,0.46789358181111856,1363,
ENSG00000167674,HDGFL2,Gene Expression,0.12840852934649039,0.0,0.0,2702,0.6303380369402155,1811,
ENSG00000055070,SZRD1,Gene Expression,0.12839906327493603,0.0,0.0,2760,0.6414779501144455,1822,
ENSG00000164053,ATRIP,Gene Expression,0.1283855820533656,0.0,0.0,2234,0.5202871990876619,1532,
ENSG00000143643,TTC13,Gene Expression,0.1283519847747566,0.0,0.0,4045,0.938528781753102,2350,
ENSG00000147421,HMBOX1,Gene Expression,0.12833384207984203,0.0,0.0,3738,0.8837619268284903,2246,
ENSG00000086712,TXLNG,Gene Expression,0.12833254878243153,0.0,0.0,2697,0.629539992798048,1812,
ENSG00000171806,METTL18,Gene Expression,0.12830934770698474,0.0,0.0,2563,0.603849515564795,1769,
ENSG00000169062,UPF3A,Gene Expression,0.1283009276911077,0.0,0.0,3529,0.8237480265009631,2183,
ENSG00000173531,MST1,Gene Expression,0.12825752870149454,0.0,0.0,1347,0.3150614660314227,1040,
ENSG00000139990,DCAF5,Gene Expression,0.1282490196613644,0.0,0.0,6490,1.5280572889342539,3051,
ENSG00000100307,CBX7,Gene Expression,0.12823063968031856,0.0,0.0,1085,0.26318305618186805,872,
ENSG00000174175,SELP,Gene Expression,0.12820013737802022,0.0,0.0,652,0.15642259496008293,522,
ENSG00000122176,FMOD,Gene Expression,0.12814314956019304,0.0,0.0,1748,0.4204855130363636,1267,
ENSG00000163960,UBXN7,Gene Expression,0.12813755371826333,0.0,0.0,3696,0.8675116426794398,2268,
ENSG00000084652,TXLNA,Gene Expression,0.12812348592170394,0.0,0.0,4905,1.15514509319663,2631,
ENSG00000125814,NAPB,Gene Expression,0.1281046210574665,0.0,0.0,2699,0.6310986170211415,1804,
ENSG00000140987,ZSCAN32,Gene Expression,0.12804460996176253,0.0,0.0,2943,0.6835576359904078,1934,
ENSG00000109118,PHF12,Gene Expression,0.12799347156093338,0.0,0.0,5008,1.1757057976076255,2697,
ENSG00000103335,PIEZO1,Gene Expression,0.12799341285444335,0.0,0.0,2007,0.47259092762355187,1456,
ENSG00000164300,SERINC5,Gene Expression,0.12796400095212115,0.0,0.0,3043,0.69725731795012,1963,
ENSG00000156515,HK1,Gene Expression,0.1279285304261507,0.0,0.0,4836,1.1406005922033942,2619,
ENSG00000140632,GLYR1,Gene Expression,0.12792818898425187,0.0,0.0,2034,0.4743748373352781,1485,
ENSG00000263465,SRSF8,Gene Expression,0.12791835476639782,0.0,0.0,3154,0.7374336625030771,2072,
ENSG00000184967,NOC4L,Gene Expression,0.12788286109766347,0.0,0.0,2030,0.4725640162309934,1451,
ENSG00000171045,TSNARE1,Gene Expression,0.12787848174254357,0.0,0.0,1892,0.4366136046862712,1361,
ENSG00000149554,CHEK1,Gene Expression,0.12780595498281053,0.0,0.0,1102,0.2556938227184529,884,
ENSG00000119906,SLF2,Gene Expression,0.12779862958398333,0.0,0.0,3457,0.8087940936855641,2134,
ENSG00000106819,ASPN,Gene Expression,0.12779289560898496,0.0,0.0,914,0.24233096930194592,699,
ENSG00000183891,TTC32,Gene Expression,0.12775821597285153,0.0,0.0,2154,0.4998344503847313,1511,
ENSG00000148090,AUH,Gene Expression,0.12775677724834267,0.0,0.0,3511,0.8253470052103862,2199,
ENSG00000198815,FOXJ3,Gene Expression,0.12772898362341556,0.0,0.0,3375,0.7916282436686253,2115,
ENSG00000153291,SLC25A27,Gene Expression,0.12771289667595134,0.0,0.0,1205,0.2810693740069835,932,
ENSG00000141391,PRELID3A,Gene Expression,0.1277070140650396,0.0,0.0,1405,0.33240531702368875,1074,
ENSG00000129484,PARP2,Gene Expression,0.12769621994846506,0.0,0.0,976,0.22759298569388856,792,
ENSG00000152242,C18orf25,Gene Expression,0.12768213159917782,0.0,0.0,3501,0.8215396909905011,2192,
ENSG00000139620,KANSL2,Gene Expression,0.12766240369205728,0.0,0.0,2665,0.6228752051657016,1759,
ENSG00000117226,GBP3,Gene Expression,0.12765804352414598,0.0,0.0,4911,1.159077114160909,2580,
ENSG00000101544,ADNP2,Gene Expression,0.1276526016144111,0.0,0.0,2777,0.6530350987536068,1840,
ENSG00000203760,CENPW,Gene Expression,0.12762708241358986,0.0,0.0,1328,0.3117647279875728,1019,
ENSG00000148840,PPRC1,Gene Expression,0.12761670655658014,0.0,0.0,3050,0.7147768595499838,1972,
ENSG00000107968,MAP3K8,Gene Expression,0.12761441187180345,0.0,0.0,5543,1.3019807035514155,2756,
ENSG00000139618,BRCA2,Gene Expression,0.12761026899127312,0.0,0.0,2476,0.5906259961880778,1672,
ENSG00000146828,SLC12A9,Gene Expression,0.12758442561556654,0.0,0.0,3511,0.8161948317200219,2185,
ENSG00000103194,USP10,Gene Expression,0.12757302472479734,0.0,0.0,3151,0.7347672592101511,1993,
ENSG00000185722,ANKFY1,Gene Expression,0.12756413566912506,0.0,0.0,5388,1.2632848902977365,2769,
ENSG00000172869,DMXL1,Gene Expression,0.12756131021057587,0.0,0.0,4319,1.0135890133816694,2474,
ENSG00000272886,DCP1A,Gene Expression,0.12755865060524132,0.0,0.0,4786,1.1183912912579341,2615,
ENSG00000147416,ATP6V1B2,Gene Expression,0.1275069744271151,0.0,0.0,7087,1.7146850848051756,3164,
ENSG00000111269,CREBL2,Gene Expression,0.12750641695705764,0.0,0.0,7324,1.73411214615655,3212,
ENSG00000105223,PLD3,Gene Expression,0.1274954883956591,0.0,0.0,7417,1.7975630403693497,3207,
ENSG00000109680,TBC1D19,Gene Expression,0.12741407466309873,0.0,0.0,2373,0.5572240792623239,1640,
ENSG00000166598,HSP90B1,Gene Expression,0.12740145319767104,0.0,0.0,2076,0.5001247256879672,1519,
ENSG00000119938,PPP1R3C,Gene Expression,0.12737315468729202,0.0,0.0,89,0.021482369059598327,74,
ENSG00000047056,WDR37,Gene Expression,0.12730561381288272,0.0,0.0,4416,1.0337771507079034,2468,
ENSG00000179010,MRFAP1,Gene Expression,0.12726836676947204,0.0,0.0,1059,0.24839623125072138,822,
ENSG00000179388,EGR3,Gene Expression,0.1272403371451592,0.0,0.0,1125,0.2585645880151,859,
ENSG00000147650,LRP12,Gene Expression,0.1271983867862667,0.0,0.0,1382,0.3230369588975241,1067,
ENSG00000122783,CYREN,Gene Expression,0.12718424416542462,0.0,0.0,2160,0.5051156801813954,1523,
ENSG00000151746,BICD1,Gene Expression,0.12709214517797499,0.0,0.0,2413,0.5753218276263916,1664,
ENSG00000205155,PSENEN,Gene Expression,0.12704517439218888,0.0,0.0,3492,0.8264205900091096,2157,
ENSG00000163156,SCNM1,Gene Expression,0.12703939186141486,0.0,0.0,3452,0.8034129312517175,2157,
ENSG00000188483,IER5L,Gene Expression,0.1270367263324874,0.0,0.0,1490,0.3516634126181663,1130,
ENSG00000163430,FSTL1,Gene Expression,0.12701985504899588,0.0,0.0,3199,0.8291685431421479,1966,
ENSG00000124596,OARD1,Gene Expression,0.1269763537847078,0.0,0.0,4802,1.125335096986554,2622,
ENSG00000130935,NOL11,Gene Expression,0.1269730443323789,0.0,0.0,1173,0.2725069780051975,937,
ENSG00000198736,MSRB1,Gene Expression,0.12696403256495703,0.0,0.0,1804,0.4221923945899194,1328,
ENSG00000164904,ALDH7A1,Gene Expression,0.1269631227718812,0.0,0.0,1325,0.30787766523966653,1024,
ENSG00000077585,GPR137B,Gene Expression,0.12695894919545148,0.0,0.0,2380,0.5599304345600625,1638,
ENSG00000141506,PIK3R5,Gene Expression,0.12695294389964912,0.0,0.0,1987,0.4700201792961094,1430,
ENSG00000134602,STK26,Gene Expression,0.12688408460538417,0.0,0.0,3145,0.7231952427544245,2012,
ENSG00000164031,DNAJB14,Gene Expression,0.12688186160310466,0.0,0.0,4147,0.9659438202661241,2409,
ENSG00000173264,GPR137,Gene Expression,0.12686886563192612,0.0,0.0,2689,0.6286520331316792,1756,
ENSG00000026103,FAS,Gene Expression,0.12686874968881318,0.0,0.0,3380,0.7990240472209602,2111,
ENSG00000003509,NDUFAF7,Gene Expression,0.12686161277084942,0.0,0.0,4288,1.002271708452295,2463,
ENSG00000175582,RAB6A,Gene Expression,0.12667493120066567,0.0,0.0,4700,1.1169531405790993,2620,
ENSG00000034053,APBA2,Gene Expression,0.1266725890836921,0.0,0.0,603,0.1335977047237278,508,
ENSG00000185480,PARPBP,Gene Expression,0.12663695305559222,0.0,0.0,1261,0.294246064184703,948,
ENSG00000112972,HMGCS1,Gene Expression,0.12663690239907005,0.0,0.0,2143,0.5007701913478806,1513,
ENSG00000084676,NCOA1,Gene Expression,0.12662515781735784,0.0,0.0,4462,1.0422076662838842,2504,
ENSG00000240053,LY6G5B,Gene Expression,0.12662482590803142,0.0,0.0,2070,0.48385158536284206,1484,
ENSG00000125846,ZNF133,Gene Expression,0.12655835276602984,0.0,0.0,2285,0.5355295854458848,1570,
ENSG00000174080,CTSF,Gene Expression,0.12655760137347233,0.0,0.0,1418,0.33371137120177247,1057,
ENSG00000147689,FAM83A,Gene Expression,0.12654757432952113,0.0,0.0,188,0.043699472355674625,158,
ENSG00000112144,ICK,Gene Expression,0.12652375380454692,0.0,0.0,1829,0.4217217722603028,1292,
ENSG00000107816,LZTS2,Gene Expression,0.1265141759607782,0.0,0.0,3011,0.7060930976782392,1929,
ENSG00000072694,FCGR2B,Gene Expression,0.12650429665840046,0.0,0.0,1210,0.3059161428956042,954,
ENSG00000198554,WDHD1,Gene Expression,0.12649643051235854,0.0,0.0,1110,0.2574910769155308,901,
ENSG00000138246,DNAJC13,Gene Expression,0.12649220414808954,0.0,0.0,5295,1.2513766638303456,2802,
ENSG00000164402,SEPTIN8,Gene Expression,0.1264149140918135,0.0,0.0,2540,0.6037976653325793,1738,
ENSG00000196878,LAMB3,Gene Expression,0.12640871212225924,0.0,0.0,361,0.08140153866599902,311,
ENSG00000122203,KIAA1191,Gene Expression,0.12640200798946558,0.0,0.0,2245,0.5275435348110936,1579,
ENSG00000164615,CAMLG,Gene Expression,0.1263579004932903,0.0,0.0,2938,0.6906930214850366,1944,
ENSG00000115183,TANC1,Gene Expression,0.12631966878593132,0.0,0.0,1699,0.40043333489216304,1214,
ENSG00000153815,CMIP,Gene Expression,0.1263194334072233,0.0,0.0,5941,1.3933120162456174,2918,
ENSG00000188822,CNR2,Gene Expression,0.12631842223727938,0.0,0.0,315,0.07375950903585692,279,
ENSG00000156970,BUB1B,Gene Expression,0.1262977192884076,0.0,0.0,881,0.20153350174332668,705,
ENSG00000124191,TOX2,Gene Expression,0.1262773041431546,0.0,0.0,786,0.17748772413446484,630,
ENSG00000115687,PASK,Gene Expression,0.12625842843526602,0.0,0.0,2642,0.6082974439341609,1749,
ENSG00000108587,GOSR1,Gene Expression,0.1262108412391841,0.0,0.0,4845,1.1384332131147457,2637,
ENSG00000117000,RLF,Gene Expression,0.12620870543909904,0.0,0.0,4076,0.9672821223592409,2411,
ENSG00000065268,WDR18,Gene Expression,0.12616171418488972,0.0,0.0,2528,0.5891622316732368,1703,
ENSG00000162971,TYW5,Gene Expression,0.12615358969298637,0.0,0.0,2434,0.5699515337594024,1690,
ENSG00000067248,DHX29,Gene Expression,0.12615201298506068,0.0,0.0,3226,0.7615808014605383,2033,
ENSG00000114120,SLC25A36,Gene Expression,0.12614008487582304,0.0,0.0,3330,0.7870029589358328,2094,
ENSG00000126088,UROD,Gene Expression,0.1260783051342922,0.0,0.0,3521,0.8279169357438283,2160,
ENSG00000002822,MAD1L1,Gene Expression,0.12606257291016168,0.0,0.0,1977,0.4563086394008023,1412,
ENSG00000125538,IL1B,Gene Expression,0.12604875781037814,0.0,0.0,700,0.16660374541027403,545,
ENSG00000168288,MMADHC,Gene Expression,0.12603425280478384,0.0,0.0,1848,0.43255132938936847,1326,
ENSG00000105185,PDCD5,Gene Expression,0.12601749698500792,0.0,0.0,2721,0.6401809642280764,1815,
ENSG00000121931,LRIF1,Gene Expression,0.12596601574927513,0.0,0.0,3726,0.8810889082369403,2316,
ENSG00000141576,RNF157,Gene Expression,0.12593896507426489,0.0,0.0,1944,0.4533151818513308,1354,
ENSG00000107331,ABCA2,Gene Expression,0.12593388507069017,0.0,0.0,1954,0.450460816531881,1378,
ENSG00000161203,AP2M1,Gene Expression,0.12592758968944276,0.0,0.0,4075,0.9592639277411605,2403,
ENSG00000157014,TATDN2,Gene Expression,0.1259197923538662,0.0,0.0,4425,1.0332849887888063,2497,
ENSG00000119401,TRIM32,Gene Expression,0.12591346060608113,0.0,0.0,2832,0.6607332870291714,1844,
ENSG00000111665,CDCA3,Gene Expression,0.1259007570269388,0.0,0.0,962,0.2229665990046955,766,
ENSG00000157514,TSC22D3,Gene Expression,0.12590050163352315,0.0,0.0,6152,1.483603331580187,2972,
ENSG00000100029,PES1,Gene Expression,0.12581822170282417,0.0,0.0,2182,0.5051561191739011,1547,
ENSG00000116198,CEP104,Gene Expression,0.12580415427005406,0.0,0.0,3095,0.7258034919727093,2019,
ENSG00000127463,EMC1,Gene Expression,0.1257861380568922,0.0,0.0,2360,0.5500140022533178,1613,
ENSG00000139626,ITGB7,Gene Expression,0.12577508509379912,0.0,0.0,2199,0.5227405061990613,1587,
ENSG00000176953,NFATC2IP,Gene Expression,0.1257384800341482,0.0,0.0,3478,0.8163076768772503,2138,
ENSG00000164114,MAP9,Gene Expression,0.12573359263419612,0.0,0.0,1231,0.28619442174858867,965,
ENSG00000167323,STIM1,Gene Expression,0.1257256557486783,0.0,0.0,3395,0.7959111437274821,2087,
ENSG00000197614,MFAP5,Gene Expression,0.12567960873091794,0.0,0.0,927,0.2525705433098978,739,
ENSG00000169217,CD2BP2,Gene Expression,0.12567873800863696,0.0,0.0,2337,0.5409824526674433,1632,
ENSG00000206562,METTL6,Gene Expression,0.12559026958259195,0.0,0.0,2636,0.6208602444112139,1824,
ENSG00000085511,MAP3K4,Gene Expression,0.1255643080178124,0.0,0.0,5386,1.2633753812111828,2767,
ENSG00000151779,NBAS,Gene Expression,0.12555371771440457,0.0,0.0,5201,1.2247346560571026,2787,
ENSG00000166260,COX11,Gene Expression,0.12552249861846335,0.0,0.0,3088,0.7292787586432882,1946,
ENSG00000107338,SHB,Gene Expression,0.12551405849316288,0.0,0.0,1686,0.3932427753289118,1254,
ENSG00000185787,MORF4L1,Gene Expression,0.12551150935254154,0.0,0.0,2864,0.6773750124477483,1880,
ENSG00000183049,CAMK1D,Gene Expression,0.12548248733832554,0.0,0.0,2042,0.4794282624383484,1445,
ENSG00000123500,COL10A1,Gene Expression,0.12545568187961964,0.0,0.0,402,0.1110542141940899,322,
ENSG00000172732,MUS81,Gene Expression,0.12544401554041695,0.0,0.0,3506,0.8171558255302491,2164,
ENSG00000072134,EPN2,Gene Expression,0.12543760809994106,0.0,0.0,2341,0.5542233792797586,1580,
ENSG00000067141,NEO1,Gene Expression,0.1254259243379592,0.0,0.0,1531,0.35791326897014614,1151,
ENSG00000111358,GTF2H3,Gene Expression,0.125423873224109,0.0,0.0,1723,0.40065360426971225,1267,
ENSG00000254901,BORCS8,Gene Expression,0.12541838238971262,0.0,0.0,2461,0.5728433151862053,1677,
ENSG00000232838,PET117,Gene Expression,0.125369353297595,0.0,0.0,2031,0.47285101899063237,1403,
ENSG00000158747,NBL1,Gene Expression,0.12536643971295058,0.0,0.0,3363,0.8633713699810419,2106,
ENSG00000081026,MAGI3,Gene Expression,0.1253647434409226,0.0,0.0,1018,0.23753945708336877,830,
ENSG00000284753,EEF1AKMT4,Gene Expression,0.12533305793787566,0.0,0.0,1143,0.2679056690092954,875,
ENSG00000067992,PDK3,Gene Expression,0.12532780863063703,0.0,0.0,2057,0.47912470038468025,1460,
ENSG00000136828,RALGPS1,Gene Expression,0.12532675199090226,0.0,0.0,2876,0.6747844076239179,1896,
ENSG00000163848,ZNF148,Gene Expression,0.12532324634745132,0.0,0.0,3231,0.7534572026811608,2044,
ENSG00000100711,ZFYVE21,Gene Expression,0.12532281326070963,0.0,0.0,2125,0.5015970490213025,1510,
ENSG00000133961,NUMB,Gene Expression,0.12532126651244152,0.0,0.0,5127,1.208776020235768,2698,
ENSG00000094631,HDAC6,Gene Expression,0.12530633973973634,0.0,0.0,4545,1.0718177337384678,2595,
ENSG00000169188,APEX2,Gene Expression,0.12528839117688995,0.0,0.0,2198,0.5108147523168881,1523,
ENSG00000134265,NAPG,Gene Expression,0.12528478522510597,0.0,0.0,2487,0.5817743154880454,1717,
ENSG00000083642,PDS5B,Gene Expression,0.12525721305979565,0.0,0.0,3661,0.8629942283574015,2255,
ENSG00000090006,LTBP4,Gene Expression,0.1252476446422076,0.0,0.0,1707,0.4142525032198562,1292,
ENSG00000154978,VOPP1,Gene Expression,0.1252459105776533,0.0,0.0,4724,1.1134964609445417,2609,
ENSG00000122042,UBL3,Gene Expression,0.12520536867952875,0.0,0.0,4763,1.1225775288944413,2606,
ENSG00000154743,TSEN2,Gene Expression,0.12518970168763247,0.0,0.0,2072,0.48248347845612627,1452,
ENSG00000116754,SRSF11,Gene Expression,0.12518520910550834,0.0,0.0,3573,0.8410690346458385,2188,
ENSG00000166123,GPT2,Gene Expression,0.12516010604746025,0.0,0.0,867,0.20064219489004562,696,
ENSG00000156675,RAB11FIP1,Gene Expression,0.12514122684484638,0.0,0.0,3157,0.7269994102736587,1980,
ENSG00000116604,MEF2D,Gene Expression,0.12508224444736096,0.0,0.0,3527,0.84081448520601,2159,
ENSG00000167578,RAB4B,Gene Expression,0.12506117471651662,0.0,0.0,3052,0.7073362307672919,1959,
ENSG00000106080,FKBP14,Gene Expression,0.1250557461054403,0.0,0.0,2267,0.5444699690901952,1608,
ENSG00000197249,SERPINA1,Gene Expression,0.12505125577322287,0.0,0.0,2626,0.6349311239801962,1699,
ENSG00000171720,HDAC3,Gene Expression,0.12503681315582704,0.0,0.0,3587,0.8347888087197346,2191,
ENSG00000108474,PIGL,Gene Expression,0.1250187075306307,0.0,0.0,3341,0.7771468828285139,2121,
ENSG00000143224,PPOX,Gene Expression,0.12501407171574888,0.0,0.0,1977,0.46406088864082295,1434,
ENSG00000139597,N4BP2L1,Gene Expression,0.1250140020878021,0.0,0.0,3091,0.7281790149971568,1996,
ENSG00000183856,IQGAP3,Gene Expression,0.12495600931045424,0.0,0.0,945,0.21943088976872321,744,
ENSG00000182923,CEP63,Gene Expression,0.12491921396901576,0.0,0.0,4033,0.9484412088328456,2375,
ENSG00000073737,DHRS9,Gene Expression,0.12491885283323854,0.0,0.0,360,0.08593329246169625,286,
ENSG00000154229,PRKCA,Gene Expression,0.12490682189483984,0.0,0.0,988,0.22297231319882643,780,
ENSG00000173273,TNKS,Gene Expression,0.12486272092648969,0.0,0.0,3208,0.7515739209531874,2040,
ENSG00000113594,LIFR,Gene Expression,0.124840117183242,0.0,0.0,2365,0.5621794884371929,1611,
ENSG00000125633,CCDC93,Gene Expression,0.12481995448569498,0.0,0.0,2906,0.6764117576831158,1924,
ENSG00000102858,MGRN1,Gene Expression,0.12481552185340263,0.0,0.0,3330,0.7798076471952065,2076,
ENSG00000185250,PPIL6,Gene Expression,0.12475347584840704,0.0,0.0,952,0.2232378857212382,764,
ENSG00000128694,OSGEPL1,Gene Expression,0.1247442240046978,0.0,0.0,2247,0.5277484575301014,1583,
ENSG00000169313,P2RY12,Gene Expression,0.1247294784418301,0.0,0.0,242,0.05613716602294576,203,
ENSG00000131876,SNRPA1,Gene Expression,0.12470910517144036,0.0,0.0,4699,1.102971150190228,2577,
ENSG00000166275,BORCS7,Gene Expression,0.1246713086170494,0.0,0.0,2386,0.5626431337902617,1637,
ENSG00000140464,PML,Gene Expression,0.12465376642937735,0.0,0.0,5782,1.3667048934260135,2852,
ENSG00000273841,TAF9,Gene Expression,0.12457755952691095,0.0,0.0,1295,0.301449580841202,1031,
ENSG00000120314,WDR55,Gene Expression,0.12457527116124283,0.0,0.0,2724,0.6375089232746328,1839,
ENSG00000187024,PTRH1,Gene Expression,0.12457376333977169,0.0,0.0,1752,0.411251017572944,1303,
ENSG00000139531,SUOX,Gene Expression,0.12453166980670351,0.0,0.0,1948,0.4544066450303449,1417,
ENSG00000138658,ZGRF1,Gene Expression,0.12452560731083678,0.0,0.0,2089,0.48721511417637803,1469,
ENSG00000171453,POLR1C,Gene Expression,0.12451311292157968,0.0,0.0,1402,0.3275586196499486,1077,
ENSG00000114491,UMPS,Gene Expression,0.12448534011901392,0.0,0.0,2105,0.48733903010960006,1490,
ENSG00000204386,NEU1,Gene Expression,0.12446526859918712,0.0,0.0,2223,0.5257139619611475,1526,
ENSG00000198056,PRIM1,Gene Expression,0.12442589098868308,0.0,0.0,2320,0.5417531277487322,1639,
ENSG00000197044,ZNF441,Gene Expression,0.12442552966348923,0.0,0.0,2435,0.5672559770790183,1670,
ENSG00000030066,NUP160,Gene Expression,0.12438654343865395,0.0,0.0,4513,1.0541698225881562,2524,
ENSG00000154920,EME1,Gene Expression,0.12438555870817895,0.0,0.0,821,0.19362394614023837,671,
ENSG00000152213,ARL11,Gene Expression,0.1243441300567704,0.0,0.0,1005,0.2359285008718312,805,
ENSG00000164305,CASP3,Gene Expression,0.12432074015849112,0.0,0.0,4060,0.9638299226542296,2363,
ENSG00000138758,SEPTIN11,Gene Expression,0.12429544318801249,0.0,0.0,3141,0.751141066930582,2006,
ENSG00000103510,KAT8,Gene Expression,0.12428583226345458,0.0,0.0,2766,0.6445427447348896,1887,
ENSG00000160785,SLC25A44,Gene Expression,0.12427061508117786,0.0,0.0,3632,0.8482004288266407,2206,
ENSG00000138722,MMRN1,Gene Expression,0.12425814281990108,0.0,0.0,412,0.10846600914476018,326,
ENSG00000075618,FSCN1,Gene Expression,0.12425230226436755,0.0,0.0,1101,0.2458477840951952,794,
ENSG00000223501,VPS52,Gene Expression,0.12424530109267656,0.0,0.0,4853,1.138605207456417,2624,
ENSG00000151353,TMEM18,Gene Expression,0.12422037441978534,0.0,0.0,2983,0.6961297277841213,1932,
ENSG00000050628,PTGER3,Gene Expression,0.12420766448329502,0.0,0.0,1325,0.3138447414250223,1000,
ENSG00000130204,TOMM40,Gene Expression,0.12418218989428817,0.0,0.0,2449,0.5738536664608958,1663,
ENSG00000186814,ZSCAN30,Gene Expression,0.12411073333586693,0.0,0.0,3144,0.7378072435907307,2059,
ENSG00000138439,FAM117B,Gene Expression,0.12408685841433716,0.0,0.0,1768,0.4058698578251647,1329,
ENSG00000066455,GOLGA5,Gene Expression,0.12406655315536602,0.0,0.0,4088,0.9723338327450394,2380,
ENSG00000150990,DHX37,Gene Expression,0.12403663435765022,0.0,0.0,2553,0.5946861798321579,1747,
ENSG00000139436,GIT2,Gene Expression,0.12400211812939736,0.0,0.0,4729,1.1147696754822523,2598,
ENSG00000116793,PHTF1,Gene Expression,0.12399970575607715,0.0,0.0,3734,0.8876690252467953,2280,
